,ward,beds,baths,DEN,size,parking,exposure,D_mkt,building_age,maint,price,lt,lg
1438,10,0.0,1,0,0.0,0,0,12.0,21,340.0,507000.0,43.657846448907954,-79.41520473807707
1439,10,1.0,2,0,0.0,1,1,11.0,13,351.0,536000.0,43.67106197547398,-79.40129574786934
1440,13,0.0,1,0,1.0,0,1,57.0,5,394.0,467000.0,43.64825820394503,-79.36017246134256
1441,13,1.0,1,1,0.0,1,0,23.0,3,327.0,477000.0,43.643040883372365,-79.37303047885055
1442,11,2.0,2,0,3.0,0,0,34.0,12,1545.0,1919000.0,43.65093215689033,-79.3772855007448
1443,10,2.0,2,0,1.0,0,0,12.0,0,437.0,623000.0,43.66283935673441,-79.41013545267799
1444,13,1.0,1,1,1.0,1,2,20.0,7,514.0,731000.0,43.63782739585493,-79.39874003996023
1445,10,0.0,1,0,1.0,1,0,26.0,24,741.0,843000.0,43.68032058336266,-79.36709965470178
1446,13,2.0,2,1,1.0,0,0,11.0,14,591.0,703000.0,43.647836266060075,-79.41185368416447
1447,13,1.0,1,0,0.0,1,1,13.0,27,471.0,371000.0,43.646756253260826,-79.38744253394398
1448,13,0.0,1,0,0.0,1,1,11.0,12,269.0,421000.0,43.6469613360468,-79.41733819440438
1449,10,2.0,2,1,4.0,1,1,4.0,13,2102.0,2196000.0,43.65714559490446,-79.38829113852297
1450,13,1.0,1,0,0.0,1,1,13.0,27,335.0,440000.0,43.65026950183964,-79.38440192776177
1451,10,2.0,2,0,1.0,1,0,1.0,3,907.0,819000.0,43.668134988588946,-79.40670280979981
1452,10,1.0,1,1,1.0,1,2,5.0,4,1158.0,924000.0,43.65896296760946,-79.39186907856315
1453,10,2.0,2,1,1.0,1,1,14.0,7,533.0,886000.0,43.67436649296637,-79.37874789155211
1454,10,1.0,1,0,1.0,1,1,1.0,26,491.0,700000.0,43.67791636300487,-79.38775320199767
1455,10,3.0,2,0,5.0,0,2,1.0,3,3662.0,3510000.0,43.66222179070506,-79.40421743151848
1456,13,1.0,1,1,1.0,1,1,6.0,0,854.0,797000.0,43.63981043700392,-79.40475346118265
1457,13,2.0,3,1,1.0,0,0,21.0,1,640.0,917000.0,43.64025300375622,-79.42310423418749
1458,13,2.0,2,0,2.0,1,0,2.0,27,1144.0,1422000.0,43.63179482655868,-79.4109386136845
1459,13,2.0,2,0,3.0,1,1,1.0,56,1594.0,2283000.0,43.63375188063106,-79.40728800931124
1460,10,2.0,1,0,1.0,0,0,1.0,7,763.0,1080000.0,43.67766636442197,-79.37423103775917
1461,13,1.0,1,0,0.0,0,1,8.0,2,261.0,378000.0,43.640831352183135,-79.37805346784718
1462,10,2.0,3,0,2.0,0,1,24.0,8,1698.0,1936000.0,43.68411657094256,-79.37663116220229
1463,10,1.0,1,1,1.0,1,0,18.0,0,422.0,577000.0,43.68865721210856,-79.38801332118906
1464,13,2.0,2,0,4.0,1,0,13.0,16,1440.0,2216000.0,43.65352064395869,-79.3916748671155
1465,10,2.0,1,1,1.0,1,3,57.0,0,597.0,780000.0,43.664725169732215,-79.38903270480937
1466,13,1.0,1,1,1.0,1,2,30.0,7,874.0,664000.0,43.6489396599336,-79.36657606820224
1467,10,1.0,1,1,0.0,0,0,8.0,5,529.0,711000.0,43.68307000104513,-79.38355742791545
1468,13,0.0,1,0,1.0,0,3,18.0,9,305.0,399000.0,43.63824308751505,-79.41101279337998
1469,13,2.0,2,0,1.0,1,2,15.0,8,896.0,1155000.0,43.645717554235986,-79.40181706497637
1470,10,1.0,1,1,1.0,0,1,15.0,2,1263.0,842000.0,43.68047121374631,-79.37186889653717
1471,13,1.0,1,0,0.0,1,1,8.0,3,567.0,621000.0,43.641087840695704,-79.37830488583238
1472,10,2.0,2,0,1.0,1,1,9.0,9,539.0,783000.0,43.66838665335678,-79.41982700647134
1473,13,1.0,2,0,1.0,0,3,6.0,5,474.0,508000.0,43.65025925597556,-79.39669125050885
1474,13,1.0,1,0,1.0,0,0,5.0,7,662.0,833000.0,43.6433252093501,-79.37680134908331
1475,10,1.0,2,0,0.0,1,2,38.0,45,523.0,535000.0,43.66845834376327,-79.38789048480449
1476,10,1.0,1,0,0.0,0,0,5.0,4,367.0,480000.0,43.654570053594,-79.39010236921025
1477,11,1.0,1,0,1.0,1,0,11.0,11,553.0,624000.0,43.6575780083121,-79.37065176137489
1478,13,1.0,1,0,0.0,1,1,24.0,20,334.0,348000.0,43.640858346915714,-79.39888217763662
1479,13,1.0,1,0,0.0,0,1,8.0,2,320.0,442000.0,43.64035070673095,-79.37666475795665
1480,13,2.0,2,0,3.0,1,0,9.0,2,966.0,1731000.0,43.64004833684686,-79.39433648628044
1481,10,1.0,1,0,1.0,1,2,5.0,5,341.0,516000.0,43.66904681669908,-79.39800462518305
1482,10,1.0,1,1,1.0,1,3,16.0,4,638.0,798000.0,43.684556950936035,-79.38890767074118
1483,13,1.0,1,0,0.0,0,0,50.0,3,346.0,379000.0,43.649458113697726,-79.41011793917922
1484,10,2.0,2,0,0.0,1,0,10.0,39,511.0,648000.0,43.688533807236865,-79.3865498766497
1485,11,1.0,1,1,0.0,1,1,18.0,6,621.0,554000.0,43.66856117338918,-79.37273269757307
1486,10,2.0,2,0,3.0,1,0,5.0,5,2117.0,2000000.0,43.67039554819237,-79.40935291049752
1487,13,1.0,1,0,1.0,1,0,6.0,3,628.0,827000.0,43.64013382939952,-79.41307326750562
1488,10,3.0,3,0,2.0,1,0,5.0,2,944.0,1259000.0,43.66541027891358,-79.39245730933571
1489,11,2.0,2,0,1.0,0,0,1.0,32,1009.0,976000.0,43.66188863602649,-79.3768780567913
1490,10,2.0,2,1,2.0,1,1,9.0,4,1478.0,1272000.0,43.65344363702422,-79.40333160370768
1491,11,1.0,1,1,0.0,0,0,14.0,3,500.0,606000.0,43.66470254158896,-79.37192517156807
1492,13,1.0,1,0,0.0,0,3,19.0,10,379.0,529000.0,43.642063947243386,-79.38749332973377
1493,13,2.0,2,1,1.0,1,1,13.944834461432603,0,359.0,593000.0,43.636990656941784,-79.40951974083092
1494,10,2.0,2,0,1.0,1,0,19.0,8,383.0,693000.0,43.660485205507655,-79.39232221733315
1495,10,1.0,1,1,0.0,0,0,11.0,2,794.0,550000.0,43.69311566717859,-79.36610380448931
1496,11,2.0,2,0,2.0,1,3,26.0,3,1171.0,1163000.0,43.668490276858456,-79.38716617144665
1497,13,1.0,1,0,1.0,1,0,13.960111366814754,12,453.0,560000.0,43.643348683399566,-79.39210182097787
1498,10,1.0,1,0,1.0,1,0,22.0,18,580.0,703000.0,43.66349419817615,-79.38872724036521
1499,10,1.0,1,1,0.0,0,2,8.0,45,394.0,619000.0,43.6874450396754,-79.38531288092786
1500,10,1.0,1,0,1.0,1,3,21.0,10,668.0,986000.0,43.668016283436295,-79.41239204411251
1501,13,0.0,1,0,0.0,1,1,8.0,3,216.0,313000.0,43.646022811377904,-79.38606050981595
1502,13,1.0,2,0,0.0,0,0,28.0,16,244.0,320000.0,43.65076216158937,-79.3496426657617
1503,10,2.0,2,0,1.0,0,3,0.0,6,557.0,871000.0,43.65823350110006,-79.41098569115944
1504,10,2.0,2,1,1.0,1,1,9.0,13,955.0,1344000.0,43.68816890016754,-79.36676058637353
1505,13,1.0,1,1,0.0,1,0,10.0,5,396.0,442000.0,43.6407963527957,-79.39722750316083
1506,13,1.0,3,0,1.0,0,1,28.0,7,587.0,999000.0,43.6424644079277,-79.39570350362725
1507,13,1.0,1,0,0.0,0,1,4.0,11,472.0,569000.0,43.6394260740681,-79.39304035793003
1508,10,2.0,2,0,2.0,0,0,7.0,15,1650.0,1134000.0,43.66683311890906,-79.4065722349002
1509,10,1.0,1,1,2.0,0,3,19.0,1,727.0,890000.0,43.6933292511584,-79.38728309720287
1510,13,0.0,1,0,0.0,1,1,10.0,1,299.0,485000.0,43.630981425185965,-79.42505145385717
1511,13,2.0,2,0,2.0,0,1,15.0,25,1253.0,1259000.0,43.65349106786469,-79.3908513165253
1512,10,1.0,1,0,0.0,0,2,12.0,14,354.0,446000.0,43.672104836292085,-79.36701287975971
1513,10,2.0,1,0,3.0,1,0,17.0,8,753.3955257834007,1668000.0,43.685341251123376,-79.3630301831856
1514,13,0.0,1,0,0.0,0,0,20.0,3,403.0,429000.0,43.637019752756736,-79.41602199854988
1515,13,1.0,1,0,1.0,1,2,20.0,21,539.0,580000.0,43.64591386229309,-79.38471911435123
1516,10,1.0,1,1,1.0,1,0,9.0,21,421.0,608000.0,43.651194436284655,-79.41863905945719
1517,10,2.0,1,1,1.0,1,0,6.0,4,720.0,883000.0,43.684384565706225,-79.38883318665766
1518,11,1.0,1,0,2.0,0,0,24.0,39,743.0,878000.0,43.66647003632416,-79.3629097512793
1519,13,1.0,1,0,1.0,1,1,3.0,18,681.0,827000.0,43.635142109741345,-79.42104159847274
1520,13,1.0,1,0,0.0,0,1,7.0,1,240.0,438000.0,43.643412708047435,-79.39818981435195
1521,10,2.0,1,0,1.0,0,2,0.0,2,878.0,1057000.0,43.663250906305336,-79.42027564944175
1522,10,1.0,1,0,1.0,1,1,78.0,12,467.0,451000.0,43.66914269802917,-79.41331572018541
1523,10,1.0,1,0,1.0,0,0,24.0,6,496.0,527000.0,43.66826757558994,-79.39319029365382
1524,10,2.0,3,1,3.0,0,3,9.0,8,1245.0,1455000.0,43.65520959789052,-79.40595377066545
1525,10,2.0,2,0,2.0,1,1,15.0,1,1084.0,1366000.0,43.67000147962174,-79.42426377027112
1526,10,1.0,2,1,1.0,0,0,6.0,18,1197.0,1100000.0,43.671823037408025,-79.3820773734886
1527,11,2.0,2,1,3.0,0,0,26.0,7,888.0,1642000.0,43.65485272114639,-79.37308369553867
1528,10,1.0,1,1,1.0,1,2,9.0,5,565.0,811000.0,43.68426513246296,-79.38391942788495
1529,13,1.0,1,0,0.0,1,1,13.948734947913152,1,383.0,510000.0,43.631432271252955,-79.42529507086363
1530,11,2.0,2,0,1.0,1,1,6.0,9,666.0,802000.0,43.65258467991635,-79.36624963183542
1531,11,1.0,1,0,3.0,0,1,22.0,5,857.0,1336000.0,43.66964250248596,-79.35942536718835
1532,10,1.0,1,0,1.0,1,0,4.0,2,394.0,724000.0,43.67576068559049,-79.39883362606868
1533,10,0.0,1,0,0.0,0,1,5.0,0,345.0,437000.0,43.67086787338408,-79.39181722913968
1534,10,2.0,2,0,1.0,0,2,18.0,25,574.0,640000.0,43.66205543064317,-79.40242006403196
1535,11,1.0,1,1,1.0,1,0,21.0,1,1020.0,1166000.0,43.65607985068434,-79.36439938160872
1536,10,2.0,2,0,3.0,1,0,18.0,16,1572.0,1470000.0,43.67119351065715,-79.3620465318363
1537,13,0.0,1,0,0.0,0,2,3.0,10,254.0,395000.0,43.64593937586248,-79.41222397544841
1538,10,0.0,1,0,0.0,1,0,4.0,7,610.0,493000.0,43.65940381031741,-79.38919098758161
1539,10,2.0,2,0,3.0,1,0,80.0,13,1081.0,1197000.0,43.65552104697826,-79.4115485414127
1540,13,1.0,1,0,0.0,1,2,10.0,10,372.0,439000.0,43.64134942517742,-79.38474276403913
1541,10,1.0,1,1,1.0,1,2,16.0,18,584.0,845000.0,43.68969757424708,-79.36687346441238
1542,10,1.0,1,0,0.0,1,2,9.0,17,338.0,500000.0,43.65483905650333,-79.41915040381751
1543,13,1.0,2,0,0.0,0,0,3.0,41,268.0,388000.0,43.64395052742928,-79.38026449502419
1544,10,2.0,2,1,1.0,1,3,42.0,24,622.0,717000.0,43.692471599486026,-79.37541885146925
1545,13,2.0,2,0,3.0,1,0,15.0,1,1159.0,1717000.0,43.6379812344067,-79.39802174678032
1546,13,1.0,1,1,0.0,0,0,7.0,11,753.3909725382011,457000.0,43.63673690126959,-79.3961915023848
1547,13,1.0,1,1,0.0,1,0,31.0,13,294.0,495000.0,43.6440739633216,-79.41264039759146
1548,10,2.0,3,0,1.0,0,3,40.0,1,1007.0,1212000.0,43.674441077789,-79.37038615076682
1549,11,1.0,1,0,1.0,1,3,7.0,2,621.0,707000.0,43.661408063288825,-79.36007901121229
1550,13,3.0,2,0,2.0,1,1,3.0,1,745.0,1089000.0,43.645175469223304,-79.38332374350982
1551,10,2.0,1,1,3.0,0,0,11.0,17,1229.0,2015000.0,43.67493593915896,-79.4031847621104
1552,13,2.0,3,0,2.0,0,2,37.0,9,1527.0,1342000.0,43.649565747861686,-79.41838330141475
1553,13,2.0,3,0,1.0,0,0,0.0,4,881.0,862000.0,43.641503842972895,-79.40705303993117
1554,13,2.0,2,0,1.0,1,1,7.0,1,603.0,777000.0,43.642243046435816,-79.36900686206276
1555,13,1.0,3,0,0.0,1,1,4.0,15,287.0,464000.0,43.64872551174923,-79.41203625549863
1556,13,1.0,1,1,0.0,0,0,6.0,3,509.0,473000.0,43.6481642463975,-79.38102220928513
1557,10,2.0,3,1,2.0,0,2,8.0,5,1080.0,1226000.0,43.66989212362312,-79.40376300299597
1558,10,1.0,2,1,0.0,1,3,6.0,7,341.0,500000.0,43.658516618600665,-79.4046728251001
1559,10,1.0,1,1,1.0,1,1,47.0,4,434.0,603000.0,43.66925911031591,-79.4259310290004
1560,10,1.0,2,1,1.0,0,0,32.0,0,881.0,912000.0,43.6631404544129,-79.4139540403492
1561,10,1.0,1,0,1.0,1,0,24.0,37,753.3987130550403,637000.0,43.6831063069202,-79.39068725542344
1562,11,1.0,1,0,0.0,0,2,13.0,3,667.0,646000.0,43.65423165921759,-79.36767447086069
1563,10,2.0,2,1,2.0,1,0,1.0,16,1120.0,1329000.0,43.6740218050855,-79.38877850646983
1564,10,2.0,1,0,1.0,1,0,11.0,2,690.0,941000.0,43.65921436030316,-79.42020265701382
1565,13,1.0,1,1,1.0,0,0,15.0,5,706.0,694000.0,43.63324753653619,-79.40410729005646
1566,13,1.0,1,0,1.0,1,3,30.0,7,391.0,445000.0,43.6376060504646,-79.42627389338084
1567,10,2.0,2,0,3.0,1,0,18.0,22,1292.0,1520000.0,43.67333374734699,-79.37935689901876
1568,13,1.0,1,1,1.0,1,2,32.0,26,498.0,566000.0,43.643189353826635,-79.36592947216948
1569,10,1.0,1,0,1.0,0,1,13.0,3,590.0,658000.0,43.65643644133782,-79.41231361969002
1570,10,2.0,2,0,2.0,1,3,14.0,14,1015.0,959000.0,43.67134459073131,-79.39208427501528
1571,13,1.0,2,1,0.0,1,3,2.0,9,321.0,441000.0,43.6452308402392,-79.36921791314849
1572,11,1.0,1,1,1.0,1,1,14.0,1,402.0,742000.0,43.66031721958782,-79.37720540337483
1573,10,2.0,2,0,1.0,1,3,1.0,8,487.0,597000.0,43.65949632069057,-79.40644586457883
1574,10,2.0,2,0,2.0,0,1,9.0,12,969.0,1002000.0,43.68639296041883,-79.36678051958194
1575,13,1.0,1,0,1.0,1,0,15.0,10,676.0,815000.0,43.63412430806944,-79.42008520949368
1576,11,1.0,1,0,1.0,1,1,5.0,1,593.0,812000.0,43.659658194463184,-79.36923735659884
1577,10,1.0,1,0,1.0,1,0,10.0,19,522.0,631000.0,43.67194225813543,-79.41139373437841
1578,10,1.0,1,1,1.0,1,0,34.0,11,861.0,1240000.0,43.66917978880814,-79.40989737262666
1579,10,2.0,2,0,2.0,1,1,8.0,1,738.0,1142000.0,43.65265173490258,-79.41369396709061
1580,13,2.0,2,0,0.0,1,3,1.0,1,421.0,521000.0,43.64535577903111,-79.39114974325454
1581,11,2.0,1,0,1.0,0,0,51.0,1,806.0,911000.0,43.657877735905,-79.35648376768451
1582,10,1.0,1,1,1.0,1,2,20.0,4,484.0,581000.0,43.659531355673685,-79.41958356717805
1583,10,2.0,2,0,1.0,1,0,51.0,21,1024.0,988000.0,43.671077778209664,-79.40937156216324
1584,10,2.0,2,0,2.0,1,0,22.0,10,1027.0,884000.0,43.662244015554975,-79.39179199221103
1585,11,2.0,1,1,2.0,1,1,14.0,13,1561.0,1532000.0,43.67168526954466,-79.37523092286905
1586,13,0.0,1,0,0.0,0,2,8.0,8,253.0,308000.0,43.64927004627515,-79.39036563578965
1587,10,1.0,1,1,1.0,1,1,15.0,3,507.0,885000.0,43.652699063935174,-79.39977698155955
1588,13,1.0,1,1,1.0,0,1,9.0,10,361.0,540000.0,43.649218218164656,-79.36635819289023
1589,10,2.0,2,0,1.0,0,1,14.0,3,768.0,794000.0,43.67682781809185,-79.39178942146748
1590,13,3.0,2,0,5.0,1,0,8.0,8,2579.0,2629000.0,43.64926060961911,-79.35144316127763
1591,10,3.0,2,0,3.0,0,0,24.0,17,753.3987130550403,2248000.0,43.693456762847795,-79.36660684823795
1592,10,1.0,2,1,2.0,1,2,9.0,11,979.0,1103000.0,43.67095336716755,-79.41670053870568
1593,10,2.0,1,0,1.0,1,3,44.0,2,623.0,931000.0,43.67234088551413,-79.39762577344473
1594,10,2.0,3,1,1.0,1,0,13.0,17,688.0,744000.0,43.67983593956392,-79.38783258164696
1595,11,2.0,2,1,3.0,0,0,0.0,6,1152.0,1373000.0,43.66295004057374,-79.37259857829686
1596,11,2.0,2,0,3.0,1,0,16.0,22,1069.0,1462000.0,43.6511915629668,-79.3789698626984
1597,13,1.0,1,1,1.0,1,1,1.0,6,626.0,689000.0,43.64644871344808,-79.36187680922706
1598,13,2.0,2,0,1.0,1,1,5.0,5,804.0,981000.0,43.63673265539632,-79.40601638485931
1599,10,3.0,3,0,6.0,0,0,17.0,1,2806.0,3260000.0,43.688930046381536,-79.3691861246782
1600,13,1.0,1,1,1.0,1,0,13.0,3,878.0,1073000.0,43.63168207656699,-79.42670798541548
1601,13,1.0,1,1,1.0,0,1,10.0,5,554.0,646000.0,43.64683763913181,-79.38696182154621
1602,10,1.0,1,1,0.0,1,0,9.0,2,479.0,580000.0,43.68424429923366,-79.38374314880454
1603,10,1.0,1,0,1.0,0,2,29.0,16,753.40098967764,867000.0,43.67744563798014,-79.37438629375362
1604,11,1.0,1,1,2.0,1,0,17.0,0,564.0,724000.0,43.66842401161417,-79.35764144088958
1605,13,2.0,2,0,1.0,1,3,14.0,5,480.0,502000.0,43.634547584934666,-79.39940624957096
1606,10,2.0,2,0,1.0,0,3,5.0,12,615.0,676000.0,43.68872381523824,-79.37328731024675
1607,10,1.0,1,1,1.0,1,1,1.0,4,341.0,640000.0,43.66252687651253,-79.42017296374462
1608,13,1.0,1,0,1.0,0,0,5.0,17,305.0,551000.0,43.638895130367835,-79.3801741641411
1609,10,2.0,2,1,3.0,0,0,14.0,0,1471.0,1624000.0,43.68620392753531,-79.37776111344698
1610,10,1.0,1,1,1.0,0,1,6.0,2,396.0,556000.0,43.66488103484044,-79.41300100967015
1611,11,0.0,1,0,0.0,0,1,25.0,1,413.0,455000.0,43.654201069665696,-79.35959607348572
1612,10,1.0,1,0,0.0,1,2,1.0,5,391.0,475000.0,43.671812597737485,-79.38342680163146
1613,10,2.0,1,1,1.0,1,1,27.0,4,944.0,1197000.0,43.68612869621643,-79.38170411188928
1614,13,2.0,2,0,2.0,1,0,10.0,13,1090.0,1525000.0,43.6436616140086,-79.3831505381267
1615,13,1.0,1,1,1.0,1,2,33.0,1,450.0,630000.0,43.649963168097855,-79.35760743363235
1616,10,2.0,2,0,0.0,1,3,21.0,4,728.0,796000.0,43.66992760970494,-79.42819892783527
1617,10,1.0,2,0,1.0,0,1,28.0,4,498.0,609000.0,43.66861403813036,-79.42725043606548
1618,10,2.0,1,0,3.0,0,1,14.101666522004695,6,1324.0,1325000.0,43.6606091767656,-79.41955599987826
1619,10,1.0,1,0,0.0,0,0,13.958486164114525,10,443.0,427000.0,43.666802239962294,-79.4199215083763
1620,10,2.0,2,1,2.0,1,0,10.0,1,1857.0,1370000.0,43.66300695728128,-79.41749679807873
1621,13,2.0,2,0,1.0,0,0,14.020243866723225,13,823.0,1044000.0,43.6426745480886,-79.39370852853273
1622,13,1.0,1,1,0.0,1,0,18.0,4,348.0,427000.0,43.645581336178296,-79.37089497574705
1623,13,1.0,2,0,0.0,1,1,8.0,8,487.0,336000.0,43.63909131600773,-79.39930457889359
1624,13,3.0,2,0,3.0,1,0,7.0,6,1284.0,1322000.0,43.64436489065602,-79.41093885876822
1625,11,3.0,2,0,2.0,1,1,9.0,3,950.0,868000.0,43.65952198118684,-79.38157852871753
1626,13,2.0,2,0,2.0,0,3,5.0,8,1168.0,1142000.0,43.63392632158949,-79.42413211097849
1627,13,2.0,2,0,2.0,1,0,8.0,3,1453.0,2115000.0,43.63429253413286,-79.41531699565532
1628,10,2.0,1,0,2.0,1,0,1.0,10,793.0,1459000.0,43.67374780081147,-79.40131876451302
1629,10,3.0,2,0,1.0,1,2,10.0,13,626.0,846000.0,43.66993619025626,-79.39462666817141
1630,13,2.0,2,0,1.0,0,0,0.0,4,365.0,503000.0,43.64113152091258,-79.39187481575716
1631,13,2.0,2,0,4.0,1,1,13.0,3,2672.0,2945000.0,43.62919827109597,-79.41271619482053
1632,13,1.0,1,1,0.0,1,3,0.0,16,285.0,370000.0,43.64566491489656,-79.41983708980838
1633,10,1.0,1,0,0.0,0,0,1.0,5,334.0,436000.0,43.66455718332641,-79.41484334005264
1634,10,2.0,2,0,1.0,1,0,4.0,3,600.0,655000.0,43.66575914404443,-79.39710771809447
1635,10,2.0,2,1,1.0,0,2,31.0,4,805.0,1019000.0,43.67886972593038,-79.36949395705423
1636,11,1.0,1,0,1.0,0,2,4.0,12,666.0,744000.0,43.65602679932522,-79.3753187512397
1637,10,1.0,1,1,1.0,0,0,12.0,17,1040.0,632000.0,43.65204663844932,-79.41597000693248
1638,10,1.0,1,0,0.0,1,2,13.0,13,350.0,422000.0,43.69027303744977,-79.36874989728743
1639,13,2.0,2,1,3.0,0,0,14.0,1,1847.0,1962000.0,43.6425459575729,-79.40516583049775
1640,10,1.0,1,1,1.0,1,0,11.0,1,709.0,692000.0,43.67592296394126,-79.3662826650055
1641,13,2.0,2,0,1.0,1,0,0.0,8,443.0,458000.0,43.648274879675455,-79.42050959634578
1642,13,3.0,2,0,4.0,1,3,11.0,1,1296.0,1802000.0,43.64222476304844,-79.41659706505149
1643,13,2.0,2,1,1.0,1,3,25.0,11,801.0,1091000.0,43.63689081429475,-79.39508269155785
1644,13,1.0,1,1,1.0,1,1,14.036495893725515,12,923.0,833000.0,43.630699440774144,-79.4233588613478
1645,13,1.0,1,1,1.0,0,0,13.0,19,560.0,787000.0,43.63722037193729,-79.41292640322011
1646,10,1.0,1,0,1.0,1,0,19.0,5,283.0,469000.0,43.667455451305464,-79.40295698023603
1647,10,2.0,2,1,1.0,1,0,47.0,0,788.0,762000.0,43.65812790642392,-79.41409437493644
1648,10,1.0,1,0,1.0,0,2,4.0,5,761.0,748000.0,43.66970880016487,-79.41341709945078
1649,10,1.0,1,0,0.0,0,2,6.0,16,503.0,484000.0,43.67534907689938,-79.37615482831431
1650,13,2.0,2,0,2.0,1,1,3.0,7,975.0,1248000.0,43.64185527777421,-79.4070997052737
1651,11,1.0,1,1,1.0,1,1,36.0,7,824.0,1020000.0,43.65962793550611,-79.360052788241
1652,10,1.0,1,0,1.0,1,3,5.0,0,384.0,612000.0,43.65826215812741,-79.4073921357716
1653,13,1.0,1,0,0.0,0,0,14.0,7,379.0,354000.0,43.63963305092844,-79.38478432110153
1654,10,2.0,2,0,2.0,1,1,31.0,7,1427.0,1353000.0,43.67743480821883,-79.36558893876652
1655,10,1.0,1,1,1.0,1,1,3.0,7,884.0,936000.0,43.67877103794076,-79.3877912665706
1656,11,3.0,3,0,3.0,0,0,22.0,4,1881.0,1878000.0,43.66693501368542,-79.38055387256775
1657,10,0.0,1,0,0.0,0,0,2.0,2,344.0,512000.0,43.669049328725734,-79.38770669932295
1658,13,1.0,2,1,1.0,0,2,28.0,0,538.0,792000.0,43.64397601187915,-79.39947195901773
1659,10,1.0,2,0,1.0,0,0,32.0,17,444.0,474000.0,43.66658774543787,-79.42625818707462
1660,11,0.0,1,0,1.0,0,0,2.0,7,505.0,560000.0,43.6610710727368,-79.36847943521596
1661,13,1.0,1,0,0.0,0,2,16.0,15,218.0,366000.0,43.64185151013139,-79.37765014885017
1662,10,1.0,1,0,1.0,1,1,0.0,10,758.0,760000.0,43.68574861993217,-79.378626625076
1663,10,3.0,3,0,1.0,0,1,22.0,1,467.0,708000.0,43.69316084265358,-79.36660423938201
1664,10,2.0,3,1,3.0,0,1,13.0,5,1645.0,2065000.0,43.690519621548056,-79.37726662833516
1665,10,1.0,1,0,0.0,0,3,22.0,9,395.0,516000.0,43.658784928762074,-79.40616920216821
1666,10,2.0,3,0,0.0,1,0,4.0,31,477.0,515000.0,43.67744652803645,-79.37981441461092
1667,11,1.0,1,0,2.0,1,0,14.071437751780437,10,1138.0,1165000.0,43.66458403255859,-79.381677115887
1668,13,3.0,3,0,2.0,1,0,15.0,13,1041.0,1420000.0,43.6512252801695,-79.39252150212782
1669,13,1.0,1,0,1.0,1,0,6.0,18,631.0,659000.0,43.63602309790284,-79.39906927668869
1670,10,1.0,1,0,1.0,1,3,55.0,8,585.0,721000.0,43.66893349781163,-79.39146912355525
1671,13,2.0,2,0,2.0,0,3,20.0,3,844.0,1338000.0,43.63889109220497,-79.38899417046716
1672,10,1.0,1,0,1.0,0,1,41.0,24,723.0,783000.0,43.67366753160801,-79.3833060587989
1673,13,1.0,1,0,1.0,0,1,0.0,4,478.0,579000.0,43.643875784331904,-79.4162393916554
1674,13,1.0,1,0,1.0,1,0,0.0,29,361.0,434000.0,43.648853439002295,-79.42299267926295
1676,13,2.0,1,0,2.0,1,0,3.0,19,1607.0,1410000.0,43.64494212828159,-79.36440822380962
1677,10,0.0,1,0,0.0,1,0,6.0,1,390.0,530000.0,43.65509363633713,-79.41321660762452
1678,10,1.0,1,1,1.0,1,1,13.0,4,434.0,703000.0,43.66923147617418,-79.38920665332392
1679,11,1.0,1,1,1.0,1,0,0.0,37,1022.0,723000.0,43.655273378941814,-79.36449328613257
1680,10,3.0,2,0,2.0,1,3,1.0,15,1170.0,1686000.0,43.66938644591862,-79.42595181020504
1681,10,2.0,1,1,2.0,0,0,9.0,0,1092.0,1346000.0,43.65759507481733,-79.40541455303553
1682,11,1.0,1,0,1.0,1,0,11.0,3,410.0,545000.0,43.65930431609503,-79.37538470275275
1683,13,0.0,1,0,0.0,1,3,9.0,7,527.0,443000.0,43.63899961491359,-79.39447612749578
1684,10,2.0,3,1,1.0,1,0,4.0,16,857.0,753000.0,43.66730370934893,-79.41449146051596
1685,10,2.0,1,0,1.0,0,0,25.0,15,1083.0,925000.0,43.65314717223681,-79.41321916754605
1686,11,2.0,2,0,2.0,1,0,2.0,1,1125.0,1246000.0,43.6695452842639,-79.3744992102582
1687,11,1.0,1,0,1.0,0,1,35.0,9,506.0,637000.0,43.66388541721357,-79.37425698428046
1688,13,1.0,1,0,1.0,1,0,40.0,18,676.0,940000.0,43.63929236771364,-79.39649417474877
1689,10,1.0,1,1,1.0,0,2,32.0,12,478.0,673000.0,43.67850918871208,-79.39204142587135
1690,13,1.0,1,1,1.0,1,3,4.0,1,635.0,792000.0,43.64246681956035,-79.40650060477849
1691,10,2.0,2,0,0.0,0,2,5.0,6,346.0,547000.0,43.691278204439186,-79.37251402971329
1692,11,1.0,1,0,2.0,0,2,3.0,3,845.0,1293000.0,43.65540371138813,-79.38302736988356
1693,10,1.0,1,0,0.0,0,0,23.0,0,295.0,423000.0,43.66423344551497,-79.40113212092811
1694,11,1.0,1,0,1.0,1,2,7.0,11,595.0,941000.0,43.6695644414866,-79.3619423314307
1695,10,2.0,3,0,1.0,0,0,9.0,10,749.0,1034000.0,43.68057956299663,-79.38304643339717
1696,13,3.0,3,0,1.0,1,3,6.0,31,587.0,704000.0,43.64448273464391,-79.39599222464322
1697,13,1.0,1,1,1.0,0,1,5.0,2,752.0,606000.0,43.639946864734824,-79.42645402430288
